trucks_count 4
drones_count 3
customers 74
depot 0.0 0.0
Coordinate X         Coordinate Y         Dronable Demand
6415.350263808745    6624.363798330047    1         0.6424144967714666
8667.551866959791    -3217.11271176724    1         43.90881630219697
5827.248086807861    -3659.0854920082193  1         0.20553335384712568
-3818.544807126433   -91.34945279306544   1         1.0754676698892738
2520.161621049537    -7304.5265780562895  1         48.628563363322726
302.68341134802483   232.3034280915958    1         0.15878198740477292
-716.4742316812044   -6689.719003726098   1         1.0352561622472392
-669.6644813053008   -7145.151139372304   1         0.8944585503748707
-1709.9765130420137  -6949.133189512536   1         0.691506851823411
-2514.8407841662456  5310.7761931527675   1         0.8210253814857942
4344.234074792506    -6957.55687066701    1         0.6269538212750614
-8321.262488957393   -6088.7287065667515  1         0.7165953123922615
7281.988687115291    -537.41237800108     1         0.3584615019704114
-2594.3300485885457  -2635.4690529924455  1         1.051965627192832
3479.552762100249    4703.8875194845705   1         0.5285410542874037
-4292.768193829767   1794.9990747998138   1         0.5114211397622226
327.265490336543     6063.837252904828    1         1.0508224706104998
-5923.121566788848   -4897.791390581359   1         0.625804000508066
3804.228209028805    6062.633652123106    1         1.0004257290729388
6259.873851369939    -2406.39793296082    1         0.259782897209231
6687.6477561902575   4653.006377985943    1         43.322676199243176
-5666.128699188759   1794.446415703188    1         0.5655669159045441
4337.252930771596    -8998.262303425228   1         0.46270535652315603
2015.8837120889802   -1070.5197450357718  1         0.29054725785860314
-8783.837167227659   5710.278403580267    1         0.2987943922055473
1499.882278480305    -7982.942466578173   1         0.4492942361340012
1699.961869844934    946.4634000715996    1         0.3846696890208404
5739.584674791709    2131.427843365826    1         0.6999650271899537
-474.7582755208874   943.9801095381877    1         0.8719687971848371
8644.063811389527    -5211.410880856828   1         0.16690941398560027
3995.271950657004    -7864.545444468277   1         0.8284945244839925
7543.475229106568    3528.7189238794695   1         0.7564609756314494
2364.7972924071323   -509.8405624002489   1         0.8588137617797548
-8092.457138098698   3957.1426322516054   1         15.409425550298165
-7558.859068952982   3155.124507841336    1         0.2535227878032551
4378.639005326292    -746.6053717730213   1         1.182840348206575
660.4408083575062    853.2765362832006    1         0.9070681399662481
2096.961626526988    5128.30897130524     1         12.386435918181022
7581.114488872059    -3551.6114221626813  1         0.44432254376093383
4366.280969891503    8078.389841529174    1         0.5081016102190381
-7716.42700414048    2591.5895378929645   1         1.1873230869347708
4329.545757228602    7979.306625699094    1         1.209098312144092
5298.748685789477    -7756.090506709114   1         0.39882993333911965
-4665.831526905635   3827.3163680342122   1         11.358192476890842
-900.3227439931507   -3044.043761634596   1         0.4516727055088976
-4328.171282237047   -6772.947450575847   1         0.23446641831466652
77.89342492647971    -1366.1095698514969  1         1.2115641473650902
3514.2650328962636   -6472.82308166458    1         0.2713544987344288
2900.063737653984    1838.2289879389082   1         0.6608222066700868
3077.763183266801    5139.115446926189    1         0.9342491975319706
-927.4732835638207   8371.98739987979     1         1.2316122971941377
-1930.134984507589   -4609.979031748846   1         0.45368912087862034
4682.32247372116     -5243.605989915914   1         0.5498128953247228
-5383.593930354697   4953.963945884002    1         0.3932297104834679
3519.805492754149    1713.2200177308043   1         0.5123346201140705
6094.815220889628    -2017.612726100152   1         1.1313293332704257
-7865.155674078882   -4481.177036835382   1         0.7526202040217269
-1084.2951185703387  -4635.147272932743   1         0.8125086243035263
2903.538579361262    7443.520663514329    1         1.0880202859001789
-2857.891395114003   -1720.4589187502952  1         0.3782031046245192
-1809.5462344157777  -1439.492844176596   1         1.101391155017756
3148.5202301091213   5411.93048817892     1         0.23865976003835124
-1212.8597443680549  -8198.746775697837   1         1.000891980797211
3926.7377846547274   -2348.411244803082   1         0.28733359031491496
3457.2524957802502   -585.7041936091349   1         40.94034203608559
-1839.97623689349    4591.158495541817    1         1.2344439758799315
3700.6897954022334   -8211.843055377438   1         34.43964854466813
-6287.816499913892   -3566.685949915079   1         16.762023572314124
6866.9475616179625   7778.236586626615    1         0.265473534252685
-6226.581091051656   -4785.483472407744   1         0.7764068407938602
-2354.4323617733626  -1506.9902800101977  1         0.3735933111533474
3780.4884056225283   -1669.8043450360233  1         0.7169352874792668
-3487.9043067091015  -3365.2224291375546  1         1.224880164921369
-3245.5066953063106  -4561.212852821547   1         7.719296627105944
