trucks_count 5
drones_count 5
customers 100
depot 0.0 0.0
Coordinate X         Coordinate Y         Dronable Demand
-1126.5975524332669  -0.028283157020698765 1         0.9023379952971782
526.5059433148423    5300.959255664414    1         1.228520679624598
5857.811683369159    83.17701537202174    1         0.10446281073907025
-2435.849940152163   -80.6372135078683    1         0.5626191774421905
-5872.560292076709   4283.627379689165    1         0.6417401013939081
6296.645491460568    -512.5797073192468   1         4.86742255345875
5914.170171767903    -4554.848830187848   1         1.225546855783281
4924.982378620645    1920.954119924786    1         3.429523034932084
-4284.618208626838   -5914.978645621445   1         1.1643080262051
3668.1937220697378   -414.4138595598434   1         0.10495067652347287
-783.8298254089617   -6113.02703503142    1         0.8239753275470842
367.21437082936245   -4214.682802473178   1         0.5587235596018367
-4184.3305077803525  -1944.364188320009   1         0.4283292556724897
1455.2248309530569   -2052.462078989517   1         0.9097080650338808
-6137.086234193475   -1519.8384647577632  1         42.42575593208623
-4512.484500872819   -5308.2441516487315  1         26.43000128972268
1896.5296185686059   -3039.399201089908   1         0.22959782187889238
3761.846144794238    3075.714770730746    1         40.448404431969756
-3325.6148830356447  -5556.457227055017   1         1.065465912013677
-6176.2366968302285  4795.53730185213     1         0.24159212516475695
4729.487194974281    -3000.1547424254754  1         1.1918219146261921
2239.775269248454    -5998.58063166762    1         0.9780640263630751
4713.085113340691    3475.0111697298676   1         1.0334193583562596
-514.4323111883523   -4659.152949092989   1         0.8970519823291102
4086.699011969673    4068.99490340308     1         12.25424737575369
2826.5799245645094   4658.485112156799    1         0.14486682082442948
1666.6020628783565   -2146.9897219888135  1         0.9545246752086372
-107.7897071851271   2858.8595920039947   1         0.610984843703417
-686.6514763549676   -841.1974845306611   1         0.9519902712772123
-2325.058508191959   -5000.456220416168   1         0.8459048709183289
4975.3593702619055   1077.2927029709665   1         0.39853040882232016
4219.210136452162    3565.0168795306167   1         0.6810058684529512
-3708.0638590892286  -5584.636697758817   1         0.9636815910426441
3247.207980299195    3368.80742897718     1         0.8517889423215873
2529.7819718235496   -4169.520633734985   1         31.615721043745012
-1603.258196573782   -1674.853078195886   1         1.001433001313003
2137.5407750815257   -1386.0454735307783  1         1.089095972470069
1688.275722891796    -2128.96555195484    1         0.34104990202026153
-1837.5761397183257  -3757.4570920780566  1         7.20890808521614
-283.1469109262945   4960.82987768418     1         0.13905021249636837
-822.3251179738305   -3186.040241437886   1         42.383901487298225
-5806.607402538308   -2894.0111619839777  1         0.7805461259502359
-4254.9714498894755  1997.2541739925048   1         0.988731406898472
-1204.1097252008806  -5074.544672976023   1         33.84470699506991
-501.85871221454113  1438.7928801918004   1         0.8328107089915615
-1971.4203969624623  102.16372827946168   1         0.44447289560252834
-2643.8189058156827  -5253.901330655042   1         0.20590155176146982
-5629.313746815059   -4513.653534970745   1         0.28053583887517475
1226.3857940550124   4143.563168957816    1         0.4062997433288206
-749.7082956573704   5414.513135028402    1         0.401612000859631
2451.3777152163966   1525.2882464650997   1         0.47634277890566923
-194.7992552886608   -4203.171049047014   1         0.2653245198651074
-1853.015207695638   -339.50726494618533  1         0.18783966809775204
4905.800196173342    2097.4729910249844   1         36.04139956334306
5674.886673249872    3362.4550547629406   1         1.1240562468918474
-385.4260046251973   3532.3805686834285   1         47.97666599280162
123.206023982234     -4991.654312516258   1         0.8603583390458784
-5598.592121874337   2652.4184721059514   1         0.4904195769076686
-974.121621599322    -1156.7305232084052  1         1.0899020235456542
-2696.0936483417486  -1032.2755629382525  1         0.7849082656083027
-6137.847434412577   -3415.8460614950536  1         0.8108649008793027
250.5105732336342    3000.1800584635957   1         48.14387120400672
-1447.6983934605894  -1198.6750168421745  1         0.2254978960628237
6151.840781863797    -3306.7487421221003  1         30.94790490146751
768.2844343409575    -1361.2743882541608  1         0.8969122859271146
5487.269612400875    967.7448477826756    1         1.151495473841646
-4573.832692586597   3824.196875765217    1         0.42151294522938554
3546.175500547345    -3532.900867619807   1         0.6180114549805047
6041.4563235361775   3417.032706432568    1         6.403889794655501
493.52417175010123   3191.0704862236666   1         0.48093817609390144
-2373.8401385076677  1152.555013516439    1         43.547736895941654
1608.631878877914    6105.881214248881    1         0.6415983348747178
5391.205319777351    3101.7790819023458   1         1.199283918657076
-3517.9454016354844  -5642.128040436237   1         8.601100140039549
-5544.229387940894   5845.002475975371    1         0.3743053844749553
3425.3787241076525   -3415.817518273481   1         37.95867975878506
-1079.3686198410865  -409.06379719969254  1         0.6455417558696839
-2296.16185187155    4933.897254445128    1         1.208577025952397
2353.125563496397    2337.833111576812    1         0.8716036827413575
-1975.8441236652347  -5455.115575713589   1         0.8334710142030245
3861.941973460903    -2864.457562490931   1         15.936135348516196
-2657.7838177222206  -3991.8960868810477  1         0.1165823115806536
-43.455062633737406  4174.768276531555    1         0.2511074817718326
2362.5241336938943   2611.0363346714325   1         44.97902039312958
4855.446839085287    -5145.608349055751   1         29.12918195956545
-2958.6798336837055  -4759.545253990682   1         0.7982924652937615
-3436.638725983432   5473.0325884903805   1         0.349137967803099
-2410.4317893078896  -1632.4192935256974  1         0.5578564822677222
4515.6421693638285   -1886.704982491      1         1.1870043763441713
2306.24908723959     2833.6544252954454   1         0.26152375782251597
-1977.0621405380625  -4845.824785510561   1         0.8223964769129233
-3960.4084929484093  985.175049420759     1         1.1481925879687112
3374.0105269747883   -4649.173113873556   1         5.160029078567444
4192.383735913671    2736.516405092917    1         44.350053517138974
5451.381222658948    3683.280825434221    1         0.9696680024848267
4192.36041945029     -315.4913150672847   1         0.8862051228464051
-833.5817714168325   3900.8705226433713   1         0.26185946153453277
1804.7162077443845   271.9781045847967    1         0.711920698761091
