trucks_count 6
drones_count 5
customers 92
depot 0.0 0.0
Coordinate X         Coordinate Y         Dronable Demand
2188.7438612844408   0.034862588394320035 1         1.1737618111204258
-425.2644010257696   971.8890077577945    1         44.505545017252736
9346.884699875398    -638.8582742560072   1         0.7370320640454592
1307.0022045467542   6088.972940926419    1         0.5533600149904393
5110.466348599193    3270.160301009669    1         0.6155898185720774
3601.581856929503    2429.466239588851    1         0.12769693986487618
-4726.076586190516   -3063.657160454731   1         5.563011859558177
-15463.880028198148  13457.70742893357    1         0.3534936066137626
-1679.849428321688   6175.5138347084985   1         1.2088730102607288
3247.1903884024473   3261.904579687686    1         0.41797266975030645
4965.051901315373    -9494.547338578472   1         0.14097466441664486
1299.2783294491637   -7636.771241460388   1         15.323964458079143
2249.3796142473093   -12310.944946562424  1         43.90812423604526
5188.791755307654    6083.683386453063    1         0.720478115554598
-6520.766616448963   -2922.689504205033   1         26.74180910536126
-2777.6325771632146  -8758.615233943536   1         33.70602287402851
-6827.557034663058   -1337.157090048657   1         0.4987495361284796
-3282.530832286111   -3579.677347580102   1         0.8493818735085982
5014.692549868524    -2735.1717620081613  1         0.8183861424413442
-4062.806605912565   -5078.199572501584   1         0.4360181503723768
-1696.809212635415   -2853.30290139808    1         19.99266718690408
-8141.731559854728   -5570.823841451247   1         1.1920126602746912
-123.51869533982847  7855.322635653829    1         19.990793811041957
7906.692170352519    3074.1066378757573   1         1.033750991143333
-804.9486683097327   -944.738844307668    1         0.40613254541346144
-1989.0711328232155  -4902.484988258197   1         1.1317031318749984
-10552.102039603513  -2566.473820777283   1         0.9666424553312841
-876.9409676481073   -2884.8754888348503  1         24.27670196201145
-2754.567819633662   2347.5105204030356   1         13.981978393253367
5571.441417985204    -4869.502754131028   1         1.1749602666422267
8382.2868132047      5990.144885368402    1         0.9669419560436294
10132.847958735552   -16090.072073046642  1         17.219730111713346
-6036.240007901506   -8087.742402976878   1         1.1770668390539274
-2660.6783360008876  -4895.01988527643    1         23.016515692534558
3315.4357220665443   7812.702182606154    1         1.0633017679559316
5751.5287056609295   5069.746652976692    1         0.9785641502029209
-180.3199974989584   -5423.084353774782   1         1.221388093224006
-12312.831037069858  -3355.1558053776407  1         30.968123887299253
3969.3244517301973   -2022.8803839201835  1         0.44523697501370496
-1089.5503944973814  999.8645578318251    1         0.42076632695867466
1450.572300725057    -8735.665417855762   1         4.544733201794632
-2680.2130924772573  4943.508402773456    1         0.4872684834932183
6127.0791350229065   8928.420808832496    1         1.2305886946113853
-3977.002444858932   -7985.228060982331   1         0.7694914252700549
1744.1818910450122   -848.494498663742    1         0.5769254384423601
41.25381501694847    -5842.9948581882745  1         21.385497656015435
-5399.494887061769   1494.900427935139    1         8.116280830323456
-7930.915518963978   -1234.3128948766907  1         27.729047226315377
-9312.268276799123   2520.620131701672    1         0.8878209279792215
12894.767810930714   10484.612114488236   1         0.545863893316036
9925.36651498909     4570.7583578114545   1         0.5399226619536549
-7500.28718004608    -4067.384085971195   1         1.1353920983356982
-11944.835940845804  12811.168906069897   1         0.8728191690901809
-856.5323274900946   -9274.515680860812   1         2.639205514763127
-7154.577826580763   4827.072805263328    1         0.4936572114119864
4435.701478940846    -3459.8903452073596  1         1.0691526289002102
2613.2970930814477   -9482.877780615712   1         12.436639704522179
-15709.1371121341    -549.7110276952208   1         1.2181408792838044
-7379.2555442457615  13738.541209116649   1         0.6862185791217494
-6966.584022009354   1512.9252532429246   1         0.19589290702787737
-9197.753509155447   4438.775407224101    1         0.8574171071822796
-9259.441647755997   1717.0311462916268   1         0.2597130299488367
-4208.009053969277   8104.055153091723    1         0.8193913482511318
4391.0212346150665   5682.136361192394    1         0.3027217313369789
-5940.24005828466    7561.886832872502    1         0.5828213600390051
-13423.009177107033  13618.23295785157    1         0.29932563251978106
1097.6093683920992   -5005.529914929862   1         0.890298586916379
-7012.990321651023   -8386.345429253473   1         0.9279827011813194
2480.683321059687    -793.6835013726658   1         0.9198087400305748
782.0116865928558    13270.161478588981   1         5.1754184134756045
-5107.017562604665   164.2182442150433    1         0.1430167604303897
-386.91580912831705  8585.85029934492     1         0.9522742146298625
-9247.62016051744    8224.247267539793    1         0.8019567450791559
10317.990205387128   -8276.62501968682    1         0.13141917536723371
-2682.883049134798   327.7296337916379    1         0.5441513782491927
3742.861102621255    -8768.161145982887   1         0.712461972728466
15964.992693539354   -4212.814477692591   1         0.5363225840695443
2348.7099182594193   -5687.734520538212   1         0.1310888617961881
-8227.71568510778    812.0506407476669    1         28.093943630833664
7921.176733521085    -2198.011925821999   1         19.160932867773486
3445.943733567272    5595.697512364108    1         18.739718891146772
3609.202530057732    9970.127723992287    1         0.6205241911581045
10570.55583077946    1407.719407071513    1         0.46674152590358287
-2840.236723918708   5539.417841217594    1         1.0681633640542632
9147.39001586466     -4198.604392931669   1         0.551860326925273
-1673.2808489021918  2909.1927785332155   1         0.8271706774503603
-7882.9524257939365  6981.653505162513    1         1.0641315078786728
-3489.0463855381036  -6452.14927686789    1         0.29259723695218454
2988.775342742188    2866.6043720627313   1         9.291706843609353
6200.943864723928    1601.7722692875413   1         0.44199969051891164
3584.82680062996     -6714.8945352952305  1         1.1079576266886348
-1404.7992281978557  -4867.719736468418   1         24.290211393578595
