trucks_count 4
drones_count 6
customers 90
depot 0.0 0.0
Coordinate X         Coordinate Y         Dronable Demand
-2930.587811500061   602.8492578317804    1         0.4677226836313766
-9525.317084237366   4252.601354064465    1         0.5476140925069581
-8065.50655332112    -6670.931203843755   1         46.708215086502044
2367.9032476763673   328.27856367355577   1         9.113263835312278
-531.7046307435045   2762.0988279997046   1         0.11668081601801046
-6304.361774971034   -8027.822760496572   1         0.5308871282710237
869.022579580902     -331.60946893755863  1         0.27747489494045996
7606.869812536788    -2561.0577239305676  1         0.20131149202266307
10019.81464654872    -2822.99815216379    1         0.7343953748167522
-11569.787802524672  -1710.726919271643   1         34.85766669198251
-6362.85329334993    6931.027174157048    1         10.244895015559647
4466.174223447976    560.8543524965821    1         36.655994474633175
9651.340239574623    -4291.819686392321   1         1.067168506985771
-5990.326965159692   -3132.4969590781     1         0.8700293256658037
5492.995256454541    -96.42754780987123   1         0.8452031668808877
-5486.903594111927   -8534.433870511897   1         0.9284442704817478
-8033.4070431921555  2062.855358278388    1         1.2146202358058797
952.298257552901     8577.193739861414    1         0.2619412402885747
8066.190278764561    -4482.968606693279   1         0.4896933988720763
10333.867272550226   1271.2544089969135   1         0.4460122087161347
-5339.199891837683   -4676.380167151252   1         0.6378728518224807
-8097.251621291069   -1783.9205316573536  1         0.7791225012594061
-213.81448125741554  7973.144851215682    1         0.6584683944784527
5024.87518669643     8142.7542859055975   1         33.42603646986227
-3067.516896998506   2249.291478760343    1         21.28831072228214
-8984.921434746015   -3082.01356700253    1         0.3825064709513747
-832.4383747782161   6398.439012996971    1         1.095123922311902
535.8019034852481    -5812.751981435759   1         13.098401364339844
9853.36893787547     1710.002490128791    1         0.7487558120919058
9985.16983969141     -909.250305903483    1         0.4471905421331578
-8466.648271381498   7993.653550132047    1         0.2651912095897298
6631.963355160334    -6321.191216835008   1         0.5601154985920975
-8497.313747582226   6283.822506575467    1         1.2449732976988859
5181.2330597300825   7675.696438385992    1         0.12590835581014378
-3026.5271358519817  -3581.6029869756812  1         38.88996327827617
9105.77874285859     -395.38668063124004  1         0.1051938289977006
42.384945055599175   75.28970818748766    1         0.8886552980599696
-1080.1745979224945  1934.762908607086    1         20.039492436987306
4211.987659689495    -2980.1500320108803  1         31.126538339302282
5344.076502474254    -5871.510896381602   1         0.5706937093247413
2284.9033271193694   -7056.429070367528   1         0.6636025564507443
-2675.474003317279   -3781.9058595616143  1         0.29563307939782013
-3707.074419380523   4052.7880314078106   1         0.1306177851169712
4377.617973273528    -6857.319684994898   1         0.3399762092165745
4567.945421049904    9053.929761519914    1         0.26056921270746014
-1134.26940003375    956.3101788287065    1         0.1745563107064004
6366.145555293296    -8249.650292410763   1         0.2346638132940101
-6140.115014354594   -1324.7059767408116  1         1.063723553355798
3658.7493303589836   -3181.27582370868    1         39.68601458654888
-5495.34473840616    -5480.615116101548   1         0.5250962468344831
4804.75606059245     -7322.4413175513455  1         0.685736173106422
4754.199028305854    -8421.50802904913    1         1.1098637559962305
4262.660230770453    9414.30406690568     1         0.28907082360278746
8880.265007540253    11417.781744606924   1         1.1695885634261323
-1464.5240160079068  -1257.833052722907   1         1.0222711084917497
-2932.407920663229   6996.440720865261    1         0.4383197798230679
7063.491296874488    929.855356704629     1         0.4390865434870016
4009.581067650535    -7614.376383397609   1         14.852080324847929
6401.865201910527    -6413.6326718899045  1         0.263292190271989
-2163.1917114165035  -4966.765792260384   1         0.33373301574919034
2455.900672505824    -10138.881248390633  1         0.1908104153914721
9879.363486276874    -2773.2333159578875  1         1.0847109921413585
3625.07238435145     -173.57230747550514  1         0.750158276252043
-5609.132952277018   -3415.606014590502   1         0.20025189081199735
5101.290443763672    6834.876190831707    1         1.0070796754172529
-5431.069961229852   -4653.725211044456   1         0.3247747714465418
-5034.92067256445    -4807.992480147597   1         1.5281033968144109
6199.263678244584    -67.16806891737883   1         1.1674550418620322
7933.531976458424    5410.837957560062    1         1.1776432779081456
3743.0232881742745   9629.798807684052    1         0.5487919514933217
-8394.850834928637   -5315.171932239914   1         30.445715877956378
4069.8016968431402   7384.536958554294    1         0.9183724323738224
7672.339620092856    -7641.11250554473    1         0.10750277618702356
6794.953411892638    -2383.7976999075636  1         0.5398155567926328
-5789.208691232279   3593.683315716174    1         3.157048521704411
9191.819319756069    -3904.4840918503005  1         0.29444233318843016
-3782.2781952600117  -6804.66449941265    1         0.42252631120645323
-8733.936497885692   437.6306267076916    1         1.069268615408246
-6861.331698341925   1901.7704289923902   1         31.205606878285895
8016.017023986143    3456.5290555507036   1         1.1791913018559217
-75.18813090133425   9578.559642240967    1         28.027646754245804
7805.335147817604    1800.0683665236677   1         0.13419716778964583
1086.145186025584    -9940.539274360259   1         1.0106209745068901
10592.45581129206    5778.265025535751    1         0.35761286446921403
-3681.9149220216855  8601.811795930465    1         0.15925079858475039
2472.9140128417275   -477.7397542758914   1         0.5890972101559382
-10283.349321773838  289.6131673030546    1         21.535775346726645
5288.489160597008    -5437.31846410599    1         14.064777294257649
-3686.248540138562   8814.283223359329    1         0.8256928012068021
-5166.884728293728   -9235.37251079451    1         12.009595308347828
