trucks_count 5
drones_count 6
customers 93
depot 0.0 0.0
Coordinate X         Coordinate Y         Dronable Demand
-0.13368742740199044 -8017.24596364833    1         1.0711263736405867
1864.227780610423    -6331.205937371687   1         0.9093308063386014
5946.637241014398    -898.8451067084853   1         45.25226614101183
8181.94848631095     -3515.3551367687633  1         0.3179590079679461
975.1350592092829    -6899.119155580755   1         0.9885442917648285
-1256.5828277599492  1884.098498912535    1         0.39704600773580356
-8541.860329636516   -4250.991999110436   1         0.3205028654900389
-9465.381649082128   1208.1902551423584   1         0.17097998027898756
7545.311596352534    -6864.137059998652   1         0.7836536218999126
3849.244023522537    -7888.384178785857   1         0.4505064581678131
5566.158609914235    4449.838650793597    1         0.2262185771621218
-1546.6553949068868  10840.11507340566    1         3.9105697860569504
3910.8782921629268   1555.4350061514879   1         0.49094195979605115
3806.742062969275    2754.1985987310054   1         0.20869829350437363
2901.410062055313    -3943.6499665765464  1         1.1415679703101405
-5403.8444214709825  4132.6614191841845   1         0.9533082504479536
-12209.300166088415  -2597.132847210667   1         27.355836109706193
-334.10296803858415  5177.4512294316555   1         1.0239340615599446
565.9327918108362    -6654.283366620151   1         3.8508245720668066
9199.304886247699    3311.0002489135163   1         0.9256533624349389
11149.531099331503   10135.464620247625   1         24.84710732170879
-5862.052046647099   537.8482566885275    1         37.653287805821
-5052.837682591514   5930.446647074961    1         0.5470912959517789
-2127.2644945772317  -5262.736164669114   1         0.8295850812080419
695.0867603764706    1047.4162212053768   1         0.605334150933797
-982.1550531731534   -5275.029917333602   1         0.12326472167580935
-1960.2381574513822  -999.5986913153669   1         1.0651213785067222
4962.888194709301    -367.0306518810857   1         0.7444760225195896
-5614.029495662919   -752.3099719855996   1         0.3794882056795592
3479.506463591006    9743.32461628641     1         0.18384375071097026
-181.6910567789844   3503.1772253365843   1         0.24121971505403564
1582.2138236670792   7432.923583891035    1         0.1995756070000888
1776.1346781380926   -3388.2644506698707  1         0.891237281852608
4611.909683992489    -5082.981527470672   1         0.46530678466043585
7226.394632013285    -4629.305902977045   1         22.72218950415601
7721.396878942447    10967.297400487198   1         22.481181486824283
6990.4128512801535   -2058.0540302682552  1         0.9136792144755327
9697.775538364001    305.3385819884906    1         21.460162528451114
-4401.454794812966   -5354.194917873034   1         0.9683056374123661
8443.149108664978    -491.1263426338253   1         0.6635657162438728
-1636.256141747389   8427.385097337983    1         0.2934548590341929
-3244.8994443839906  -3116.6896325673574  1         0.6536666349609073
-7254.346910041218   6876.584785186528    1         15.68612944388566
-8158.798613996289   -2866.662247927683   1         0.5154713237236446
5626.101162169962    5119.216561441639    1         1.0684445023369835
7564.989048879305    -5578.7495182886105  1         45.550304102148466
-509.4906084443489   7690.149971205551    1         1.0886725060871687
4278.393638118509    4858.622298917304    1         0.514921687388342
5147.819269282355    -4239.4307729110815  1         0.9783789188295997
7334.352179295336    -954.2523439921596   1         0.9245915280710623
-1377.6215300153744  -12036.134872564951  1         31.852559160970483
-8099.966071937927   -731.6914395753859   1         0.20812120326528072
-6372.484696921784   3764.512759212421    1         1.1127996677870653
-42.755769430890695  -6698.9858685877225  1         0.3044160424017169
-4180.379116644046   -3989.914113207778   1         0.3461448332780738
3148.5213966126526   9228.371677245563    1         13.636155666773275
-8402.189373599887   -3911.3872612625037  1         0.663396763113473
9490.777680964926    -7983.831306077141   1         15.456342052441313
-6004.788915514534   2498.9591820156215   1         0.8078940173145043
-936.4053012202586   -5081.952625537549   1         6.609203372887857
-2877.5247065283347  -440.24924737590004  1         1.1462665811013368
2577.449087492409    2820.8680029388265   1         0.772919603521783
-2198.463081486457   7644.706173294845    1         0.45764064050283804
-6299.25884912491    -6936.011626405776   1         0.783320173843234
-8239.517061978358   -5404.423374699759   1         0.13982779912715296
7990.227889859861    -1474.1675722489197  1         0.6569679479929889
9619.970440320003    1314.7128846759817   1         44.8899208612063
-3210.6361933063527  2189.2893902848627   1         0.13634658870467506
2734.4480475195264   -3136.221916881862   1         1.0291386158909233
-7372.083479004269   1250.4752271787775   1         39.73859377130192
9551.566449241207    3171.4703293045786   1         1.229554339490158
4630.139256826022    -5467.9395684883475  1         0.39880065822184463
236.42012658427902   -3776.634822041327   1         1.1009627404021947
-1312.7461045401467  -5381.833615704784   1         0.2525142232209917
-8755.867747492022   -3366.090308144684   1         1.1753696243729135
-11602.572200924069  -5812.839458502479   1         0.9202351951866973
9088.063333779137    -802.6926552478757   1         15.67527317110904
7489.992651607233    5752.247089559426    1         7.267065808555098
11432.07088746311    -4826.752181904691   1         0.821693442407464
-1471.2556601385197  -6253.708172751097   1         0.8229934409476688
5210.787983835865    4233.323875072842    1         0.2981982264853288
3213.8446624279563   -550.4358091626559   1         0.36367620864758254
1070.6734786620143   -2327.075017189421   1         0.1998067721615278
-9668.476650565191   -2226.2313088546316  1         0.3148474294061978
-3850.4023561903564  -2531.1881116118125  1         0.1704279804045435
-6124.353886338501   -7525.06113624925    1         0.19494630249188588
3289.701257632936    -10978.0502403965    1         0.46405740944178275
5066.298756987206    -2923.365965884802   1         0.45871786507627477
10320.831357111521   -7354.5214280998825  1         0.6494942858505214
-1051.7930131242258  -10883.12712459946   1         0.1126791437426878
4167.952019535238    6447.1809007557395   1         0.6851749918007024
-4409.082028791734   -2705.3336460566684  1         0.3108428233149329
-1105.5365988816593  -11426.890470279219  1         0.2837795658327332
